Frequency (Hz)	Level (dB)
21075.439453	-139.058899
21075.805664	-137.618271
21076.171875	-138.469925
21076.538086	-139.856049
21076.904297	-137.848175
21077.270508	-140.677216
21077.636719	-137.810043
21078.002930	-139.834122
21078.369141	-138.733475
21078.735352	-137.697495
21079.101562	-139.245224
21079.467773	-138.142746
21079.833984	-137.289932
21080.200195	-140.451447
21080.566406	-137.705368
21080.932617	-139.964951
21081.298828	-138.969574
21081.665039	-138.844315
21082.031250	-138.897003
21082.397461	-138.199020
21082.763672	-138.956299
21083.129883	-138.285446
21083.496094	-137.620743
21083.862305	-139.374420
21084.228516	-138.196304
21084.594727	-139.204987
21084.960938	-139.076050
21085.327148	-138.377167
21085.693359	-140.333725
21086.059570	-137.212189
21086.425781	-139.095718
21086.791992	-139.679230
21087.158203	-137.420471
21087.524414	-138.844635
21087.890625	-139.546707
21088.256836	-138.092697
21088.623047	-139.750641
21088.989258	-137.933212
21089.355469	-139.858795
21089.721680	-137.813309
21090.087891	-138.387238
21090.454102	-138.720642
21090.820312	-138.881714
21091.186523	-138.615906
21091.552734	-138.988068
21091.918945	-138.597137
21092.285156	-140.252960
21092.651367	-137.419205
21093.017578	-139.865112
21093.383789	-138.351761
21093.750000	-137.509796
21094.116211	-139.200363
21094.482422	-138.300735
21094.848633	-138.440811
21095.214844	-139.866776
21095.581055	-138.179443
21095.947266	-139.655807
21096.313477	-138.854416
21096.679688	-138.582932
21097.045898	-139.039185
21097.412109	-137.981934
21097.778320	-138.568237
21098.144531	-137.827621
21098.510742	-138.993683
21098.876953	-138.637863
21099.243164	-138.517471
21099.609375	-139.505997
21099.975586	-139.243317
21100.341797	-138.246078
21100.708008	-140.548218
21101.074219	-137.726166
21101.440430	-139.391205
21101.806641	-138.072571
21102.172852	-138.152054
21102.539062	-138.959839
21102.905273	-138.873795
21103.271484	-138.182266
21103.637695	-139.955414
21104.003906	-138.577194
21104.370117	-139.400925
21104.736328	-138.445099
21105.102539	-139.860046
21105.468750	-138.241028
21105.834961	-138.498184
21106.201172	-139.022766
21106.567383	-138.648239
21106.933594	-138.837662
21107.299805	-139.073776
21107.666016	-138.342361
21108.032227	-139.585068
21108.398438	-138.350723
21108.764648	-138.772964
21109.130859	-139.840775
21109.497070	-138.145279
21109.863281	-139.460266
21110.229492	-139.047440
21110.595703	-139.103348
21110.961914	-138.815689
21111.328125	-139.034210
21111.694336	-138.561050
21112.060547	-138.308899
21112.426758	-138.294067
21112.792969	-139.689178
21113.159180	-137.917160
21113.525391	-140.097839
21113.891602	-138.874146
21114.257812	-139.688080
21114.624023	-139.144150
21114.990234	-138.972488
21115.356445	-138.928085
21115.722656	-138.686462
21116.088867	-137.357880
21116.455078	-139.598404
21116.821289	-138.012177
21117.187500	-139.004501
21117.553711	-139.002045
21117.919922	-139.527878
21118.286133	-139.789581
21118.652344	-138.861359
21119.018555	-139.318100
21119.384766	-139.372284
21119.750977	-137.782562
21120.117188	-138.886856
21120.483398	-138.153625
21120.849609	-138.507523
21121.215820	-139.229446
21121.582031	-138.211609
21121.948242	-140.357010
21122.314453	-139.064362
21122.680664	-139.237442
21123.046875	-139.701294
21123.413086	-138.842239
21123.779297	-138.877731
21124.145508	-138.727356
21124.511719	-138.000870
21124.877930	-139.890549
21125.244141	-137.818024
21125.610352	-139.654037
21125.976562	-138.927628
21126.342773	-139.260345
21126.708984	-139.800659
21127.075195	-139.105194
21127.441406	-139.137009
21127.807617	-139.897125
21128.173828	-137.815643
21128.540039	-140.279343
21128.906250	-138.395081
21129.272461	-138.951447
21129.638672	-139.154114
21130.004883	-138.832840
21130.371094	-139.520004
21130.737305	-139.043533
21131.103516	-139.188354
21131.469727	-139.926773
21131.835938	-138.307281
21132.202148	-140.136673
21132.568359	-139.125702
21132.934570	-138.798340
21133.300781	-140.078491
21133.666992	-138.294495
21134.033203	-139.699036
21134.399414	-138.651169
21134.765625	-138.536880
21135.131836	-140.079071
21135.498047	-138.549255
21135.864258	-139.086349
21136.230469	-140.641708
21136.596680	-138.519073
21136.962891	-140.599380
21137.329102	-138.775055
21137.695312	-139.782959
21138.061523	-138.518112
21138.427734	-138.351837
21138.793945	-139.596924
21139.160156	-138.630798
21139.526367	-138.593430
21139.892578	-140.792068
21140.258789	-138.458282
21140.625000	-141.128448
21140.991211	-138.993988
21141.357422	-139.462585
21141.723633	-140.051071
21142.089844	-137.857925
21142.456055	-139.243347
21142.822266	-139.627991
21143.188477	-137.925720
21143.554688	-140.318863
21143.920898	-139.121490
21144.287109	-139.812866
21144.653320	-139.890533
21145.019531	-138.955322
21145.385742	-140.708481
21145.751953	-138.540680
21146.118164	-139.147964
21146.484375	-139.531387
21146.850586	-138.612747
21147.216797	-139.802475
21147.583008	-139.158890
21147.949219	-139.272858
21148.315430	-140.891739
21148.681641	-138.295410
21149.047852	-141.030975
21149.414062	-139.373291
21149.780273	-138.924530
21150.146484	-140.143082
21150.512695	-139.041138
21150.878906	-139.423431
21151.245117	-140.152206
21151.611328	-138.651016
21151.977539	-140.859207
21152.343750	-138.864716
21152.709961	-139.979340
21153.076172	-139.774551
21153.442383	-139.262726
21153.808594	-140.128036
21154.174805	-139.136368
21154.541016	-139.588379
21154.907227	-140.434418
21155.273438	-138.690170
21155.639648	-140.731064
21156.005859	-139.410004
21156.372070	-139.277069
21156.738281	-140.551285
21157.104492	-138.879242
21157.470703	-140.298157
21157.836914	-139.529449
21158.203125	-139.108322
21158.569336	-140.607361
21158.935547	-139.332870
21159.301758	-139.795609
21159.667969	-140.338135
21160.034180	-139.121414
21160.400391	-140.577591
21160.766602	-138.996094
21161.132812	-140.187057
21161.499023	-139.719299
21161.865234	-139.099503
21162.231445	-140.379379
21162.597656	-139.755905
21162.963867	-139.491867
21163.330078	-140.843063
21163.696289	-139.103745
21164.062500	-140.664703
21164.428711	-139.373474
21164.794922	-139.600555
21165.161133	-140.305710
21165.527344	-139.196930
21165.893555	-139.970398
21166.259766	-140.259888
21166.625977	-139.409103
21166.992188	-140.625687
21167.358398	-139.531174
21167.724609	-140.277802
21168.090820	-139.885284
21168.457031	-139.302689
21168.823242	-140.594788
21169.189453	-139.431396
21169.555664	-139.842819
21169.921875	-140.352707
21170.288086	-139.605286
21170.654297	-140.363968
21171.020508	-139.927826
21171.386719	-139.842255
21171.752930	-140.454025
21172.119141	-139.249847
21172.485352	-140.356766
21172.851562	-139.828629
21173.217773	-139.816330
21173.583984	-140.178955
21173.950195	-139.863602
21174.316406	-140.218582
21174.682617	-140.121338
21175.048828	-139.660233
21175.415039	-140.657684
21175.781250	-139.475204
21176.147461	-140.083725
21176.513672	-140.083389
21176.879883	-139.719742
21177.246094	-140.259506
21177.612305	-139.938187
21177.978516	-139.969772
21178.344727	-140.397598
21178.710938	-139.706665
21179.077148	-140.293518
21179.443359	-140.017532
21179.809570	-139.876556
21180.175781	-140.172394
21180.541992	-139.860794
21180.908203	-140.118042
21181.274414	-140.026978
21181.640625	-140.001053
21182.006836	-140.193573
21182.373047	-139.954330
21182.739258	-140.162033
21183.105469	-140.138077
21183.471680	-139.893188
21183.837891	-140.216949
21184.204102	-139.952194
21184.570312	-140.102646
21184.936523	-140.070602
21185.302734	-139.974640
21185.668945	-140.180557
21186.035156	-140.049774
21186.401367	-140.024521
21186.767578	-140.213379
21187.133789	-140.035065
21187.500000	-140.066193
21187.866211	-140.116959
21188.232422	-140.028931
21188.598633	-140.092010
21188.964844	-140.024094
21189.331055	-140.056427
21189.697266	-140.095398
21190.063477	-140.074341
21190.429688	-140.039993
21190.795898	-140.246201
21191.162109	-139.994278
21191.528320	-140.093521
21191.894531	-140.102310
21192.260742	-139.953812
21192.626953	-140.085800
21192.993164	-140.010269
21193.359375	-139.984573
21193.725586	-140.116913
21194.091797	-139.981918
21194.458008	-140.219604
21194.824219	-140.076355
21195.190430	-139.960464
21195.556641	-140.274750
21195.922852	-139.775604
21196.289062	-140.136032
21196.655273	-139.916153
21197.021484	-139.942444
21197.387695	-140.175873
21197.753906	-139.885086
21198.120117	-140.047043
21198.486328	-140.427856
21198.852539	-139.611267
21199.218750	-140.411209
21199.584961	-139.863312
21199.951172	-139.937454
21200.317383	-139.985947
21200.683594	-139.867523
21201.049805	-140.046646
21201.416016	-140.052917
21201.782227	-139.778610
21202.148438	-140.474396
21202.514648	-139.733170
21202.880859	-140.175751
21203.247070	-139.849304
21203.613281	-139.934219
21203.979492	-140.056808
21204.345703	-139.521652
21204.711914	-140.181503
21205.078125	-140.116425
21205.444336	-139.575424
21205.810547	-140.462830
21206.176758	-139.907654
21206.542969	-139.858978
21206.909180	-140.135132
21207.275391	-139.417419
21207.641602	-140.338486
21208.007812	-139.459808
21208.374023	-139.708237
21208.740234	-140.225967
21209.106445	-139.857407
21209.472656	-139.898788
21209.838867	-140.270309
21210.205078	-139.748077
21210.571289	-140.236084
21210.937500	-139.138092
21211.303711	-140.303940
21211.669922	-139.451569
21212.036133	-139.494797
21212.402344	-139.987640
21212.768555	-139.900040
21213.134766	-139.850525
21213.500977	-140.296829
21213.867188	-139.567566
21214.233398	-140.561966
21214.599609	-139.147644
21214.965820	-139.734146
21215.332031	-139.926575
21215.698242	-139.214600
21216.064453	-139.776443
21216.430664	-139.885742
21216.796875	-139.747177
21217.163086	-140.115875
21217.529297	-139.633820
21217.895508	-140.293976
21218.261719	-139.655228
21218.627930	-139.171158
21218.994141	-140.217896
21219.360352	-139.255692
21219.726562	-139.752029
21220.092773	-139.586319
21220.458984	-139.880768
21220.825195	-139.887939
21221.191406	-139.661392
21221.557617	-139.747574
21221.923828	-140.294800
21222.290039	-138.887421
21222.656250	-140.081375
21223.022461	-139.274979
21223.388672	-140.009964
21223.754883	-139.412338
21224.121094	-139.694565
21224.487305	-139.911530
21224.853516	-139.783829
21225.219727	-139.180222
21225.585938	-140.475082
21225.952148	-138.992661
21226.318359	-139.645859
21226.684570	-139.291397
21227.050781	-139.666458
21227.416992	-139.809021
21227.783203	-139.537857
21228.149414	-139.768356
21228.515625	-139.919907
21228.881836	-139.334976
21229.248047	-139.740036
21229.614258	-139.415710
21229.980469	-139.380539
21230.346680	-139.092087
21230.712891	-139.020554
21231.079102	-140.231995
21231.445312	-139.142746
21231.811523	-139.922028
21232.177734	-139.933929
21232.543945	-139.467682
21232.910156	-139.345383
21233.276367	-139.789658
21233.642578	-138.970963
21234.008789	-139.627411
21234.375000	-138.425186
21234.741211	-139.737228
21235.107422	-139.396164
21235.473633	-139.713181
21235.839844	-139.363052
21236.206055	-140.374054
21236.572266	-139.151459
21236.938477	-139.306458
21237.304688	-139.316406
21237.670898	-139.900421
21238.037109	-138.317200
21238.403320	-139.622528
21238.769531	-139.224945
21239.135742	-139.509979
21239.501953	-139.590881
21239.868164	-139.617126
21240.234375	-139.465683
21240.600586	-139.493286
21240.966797	-138.703339
21241.333008	-139.650238
21241.699219	-139.527344
21242.065430	-138.672440
21242.431641	-139.429520
21242.797852	-139.619064
21243.164062	-139.442078
21243.530273	-139.130875
21243.896484	-140.045410
21244.262695	-138.702408
21244.628906	-139.018311
21244.995117	-139.041199
21245.361328	-139.394302
21245.727539	-139.008072
21246.093750	-139.626358
21246.459961	-138.780243
21246.826172	-140.325226
21247.192383	-138.969681
21247.558594	-139.601395
21247.924805	-139.006363
21248.291016	-139.199768
21248.657227	-138.095718
21249.023438	-139.493057
21249.389648	-138.970459
21249.755859	-139.135483
21250.122070	-139.036453
21250.488281	-140.226532
21250.854492	-138.782104
21251.220703	-139.895981
21251.586914	-139.174652
21251.953125	-138.973328
21252.319336	-138.813705
21252.685547	-138.255875
21253.051758	-138.722015
21253.417969	-139.562149
21253.784180	-138.596634
21254.150391	-139.311951
21254.516602	-139.916824
21254.882812	-139.083130
21255.249023	-139.337860
21255.615234	-139.315414
21255.981445	-139.461563
21256.347656	-137.870575
21256.713867	-138.925064
21257.080078	-138.801971
21257.446289	-138.996323
21257.812500	-138.897491
21258.178711	-139.480392
21258.544922	-138.876495
21258.911133	-140.143311
21259.277344	-138.191513
21259.643555	-140.219727
21260.009766	-138.775696
21260.375977	-138.296448
21260.742188	-138.840347
21261.108398	-139.580460
21261.474609	-138.375427
21261.840820	-139.535858
21262.207031	-138.750656
21262.573242	-139.471527
21262.939453	-138.198318
21263.305664	-139.537323
21263.671875	-138.954559
21264.038086	-138.708237
21264.404297	-139.022369
21264.770508	-138.905975
21265.136719	-139.230057
21265.502930	-139.484985
21265.869141	-138.418259
21266.235352	-139.379349
21266.601562	-138.522858
21266.967773	-137.914459
21267.333984	-139.777054
21267.700195	-138.303787
21268.066406	-138.959885
21268.432617	-139.012512
21268.798828	-139.284821
21269.165039	-139.182693
21269.531250	-139.276932
21269.897461	-138.804138
21270.263672	-138.989655
21270.629883	-137.678146
21270.996094	-139.307404
21271.362305	-137.735016
21271.728516	-139.331314
21272.094727	-138.606873
21272.460938	-138.735764
21272.827148	-139.556000
21273.193359	-139.408112
21273.559570	-138.478256
21273.925781	-140.445007
21274.291992	-137.656326
21274.658203	-138.748291
21275.024414	-138.198471
21275.390625	-138.181442
21275.756836	-138.832947
21276.123047	-138.519379
21276.489258	-138.789551
21276.855469	-139.487350
21277.221680	-138.927017
21277.587891	-139.803879
21277.954102	-138.574722
21278.320312	-139.050705
21278.686523	-138.353989
21279.052734	-137.667633
21279.418945	-139.791046
21279.785156	-137.817520
21280.151367	-138.696228
21280.517578	-139.430206
21280.883789	-138.612656
21281.250000	-139.317184
21281.616211	-139.589157
21281.982422	-138.265198
21282.348633	-139.917206
21282.714844	-137.489548
21283.081055	-139.166733
21283.447266	-138.596664
21283.813477	-138.687790
21284.179688	-138.712875
21284.545898	-139.093628
21284.912109	-138.845963
21285.278320	-139.013672
21285.644531	-138.292618
21286.010742	-140.505646
21286.376953	-137.435287
21286.743164	-139.217957
21287.109375	-139.284164
21287.475586	-138.320251
21287.841797	-139.447220
21288.208008	-138.991272
21288.574219	-138.427582
21288.940430	-139.265640
21289.306641	-137.852280
21289.672852	-139.378403
21290.039062	-138.750565
21290.405273	-137.957581
21290.771484	-139.720871
21291.137695	-138.861435
21291.503906	-139.450073
21291.870117	-138.662445
21292.236328	-139.358917
21292.602539	-138.957642
21292.968750	-137.648132
21293.334961	-138.831375
21293.701172	-139.369827
21294.067383	-137.436630
21294.433594	-140.297745
21294.799805	-138.208755
21295.166016	-139.712387
21295.532227	-139.446075
21295.898438	-138.685410
21296.264648	-139.240112
21296.630859	-138.948471
21296.997070	-137.433197
21297.363281	-139.724182
21297.729492	-138.070541
21298.095703	-139.149063
21298.461914	-138.509903
21298.828125	-139.270508
21299.194336	-139.433121
21299.560547	-138.968552
21299.926758	-139.454300
21300.292969	-138.937149
21300.659180	-138.080765
21301.025391	-139.588287
21301.391602	-137.827347
21301.757812	-139.146561
21302.124023	-139.533386
21302.490234	-137.995102
21302.856445	-140.113251
21303.222656	-139.048630
21303.588867	-139.022247
21303.955078	-139.556931
21304.321289	-138.526932
21304.687500	-138.710495
21305.053711	-139.180908
21305.419922	-138.132065
21305.786133	-139.797134
21306.152344	-138.520615
21306.518555	-139.848953
21306.884766	-138.649216
21307.250977	-139.566879
21307.617188	-139.423767
21307.983398	-138.689072
21308.349609	-138.928757
21308.715820	-139.318512
21309.082031	-137.826675
21309.448242	-140.596756
21309.814453	-138.436752
21310.180664	-139.441895
21310.546875	-139.670441
21310.913086	-138.916534
21311.279297	-139.267349
21311.645508	-139.491959
21312.011719	-138.576141
21312.377930	-139.364944
21312.744141	-138.308075
21313.110352	-139.342117
21313.476562	-139.273392
21313.842773	-139.307571
21314.208984	-139.660507
21314.575195	-138.920746
21314.941406	-140.003220
21315.307617	-138.838806
21315.673828	-138.853455
21316.040039	-139.803207
21316.406250	-138.398544
21316.772461	-138.839676
21317.138672	-140.181732
21317.504883	-138.534729
21317.871094	-140.440598
21318.237305	-139.055817
21318.603516	-139.466583
21318.969727	-139.286423
21319.335938	-139.183151
21319.702148	-138.949722
21320.068359	-139.509125
21320.434570	-138.596558
21320.800781	-139.899826
21321.166992	-138.989197
21321.533203	-140.306213
21321.899414	-139.008301
21322.265625	-139.806427
21322.631836	-139.397400
21322.998047	-138.783569
21323.364258	-139.462082
21323.730469	-139.666809
21324.096680	-138.408386
21324.462891	-140.147324
21324.829102	-139.293411
21325.195312	-139.663712
21325.561523	-139.880203
21325.927734	-139.251053
21326.293945	-139.639526
21326.660156	-139.164688
21327.026367	-138.975082
21327.392578	-139.460617
21327.758789	-139.421875
21328.125000	-139.266174
21328.491211	-139.595612
21328.857422	-139.685394
21329.223633	-140.199280
21329.589844	-139.034531
21329.956055	-140.291351
21330.322266	-139.042816
21330.688477	-139.161087
21331.054688	-139.428772
21331.420898	-139.381332
21331.787109	-139.276672
21332.153320	-140.322815
21332.519531	-138.953827
21332.885742	-140.495026
21333.251953	-139.649796
21333.618164	-139.744766
21333.984375	-139.388962
21334.350586	-139.547806
21334.716797	-139.026169
21335.083008	-139.729660
21335.449219	-139.339127
21335.815430	-139.858963
21336.181641	-139.550171
21336.547852	-140.131836
21336.914062	-139.602249
21337.280273	-139.917328
21337.646484	-139.883942
21338.012695	-139.215393
21338.378906	-139.555542
21338.745117	-139.636459
21339.111328	-139.393631
21339.477539	-139.916092
21339.843750	-139.843567
21340.209961	-139.626297
21340.576172	-140.292801
21340.942383	-139.541794
21341.308594	-139.899063
21341.674805	-139.617035
21342.041016	-139.686203
21342.407227	-139.346161
21342.773438	-139.926254
21343.139648	-139.637863
21343.505859	-140.114120
21343.872070	-139.701569
21344.238281	-140.260040
21344.604492	-139.506821
21344.970703	-140.175217
21345.336914	-139.482758
21345.703125	-139.743530
21346.069336	-139.620193
21346.435547	-139.794373
21346.801758	-139.578613
21347.167969	-140.381775
21347.534180	-139.737274
21347.900391	-140.115021
21348.266602	-139.899704
21348.632812	-139.854675
21348.999023	-139.706650
21349.365234	-139.870468
21349.731445	-139.609253
21350.097656	-139.732635
21350.463867	-139.878510
21350.830078	-139.968964
21351.196289	-140.065140
21351.562500	-140.070877
21351.928711	-140.069000
21352.294922	-139.782074
21352.661133	-139.980240
21353.027344	-139.649124
21353.393555	-139.920303
21353.759766	-139.762726
21354.125977	-139.865555
21354.492188	-139.855240
21354.858398	-140.339127
21355.224609	-139.820923
21355.590820	-140.268845
21355.957031	-139.897827
21356.323242	-139.973022
21356.689453	-139.723465
21357.055664	-140.037567
21357.421875	-139.719437
21357.788086	-140.073166
21358.154297	-139.821106
21358.520508	-140.225555
21358.886719	-140.004578
21359.252930	-140.215149
21359.619141	-139.960297
21359.985352	-140.046234
21360.351562	-139.874908
21360.717773	-139.949265
21361.083984	-139.900940
21361.450195	-140.066071
21361.816406	-139.928482
21362.182617	-140.124420
21362.548828	-140.160980
21362.915039	-140.048492
21363.281250	-140.127625
21363.647461	-140.003540
21364.013672	-139.998093
21364.379883	-139.906738
21364.746094	-140.044876
21365.112305	-140.001648
21365.478516	-140.082840
21365.844727	-140.045502
21366.210938	-140.218704
21366.577148	-140.019760
21366.943359	-140.185501
21367.309570	-139.973679
21367.675781	-140.119293
21368.041992	-139.973801
21368.408203	-140.012939
21368.774414	-140.036972
21369.140625	-140.170898
21369.506836	-140.004272
21369.873047	-140.204681
21370.239258	-140.112564
21370.605469	-140.094681
21370.971680	-140.028473
21371.337891	-140.105682
21371.704102	-140.031342
21372.070312	-140.086624
21372.436523	-140.056534
21372.802734	-140.109085
21373.168945	-140.144424
21373.535156	-140.086151
21373.901367	-140.134399
21374.267578	-140.091629
21374.633789	-140.035263
21375.000000	-140.103851
21375.366211	-140.020172
21375.732422	-140.101120
21376.098633	-140.140930
21376.464844	-140.034256
21376.831055	-140.199295
21377.197266	-140.051300
21377.563477	-140.044144
21377.929688	-140.180862
21378.295898	-139.940521
21378.662109	-140.127975
21379.028320	-140.070068
21379.394531	-140.019928
21379.760742	-140.148560
21380.126953	-140.143951
21380.493164	-140.070419
21380.859375	-140.060013
21381.225586	-139.963913
21381.591797	-140.186768
21381.958008	-139.853943
21382.324219	-140.141953
21382.690430	-140.040253
21383.056641	-140.061539
21383.422852	-140.164383
21383.789062	-140.054764
21384.155273	-140.104355
21384.521484	-140.170227
21384.887695	-139.731888
21385.253906	-140.221298
21385.620117	-139.909286
21385.986328	-139.937454
21386.352539	-140.121597
21386.718750	-139.963104
21387.084961	-140.249817
21387.451172	-140.005524
21387.817383	-140.076767
21388.183594	-140.229065
21388.549805	-139.739914
21388.916016	-140.042526
21389.282227	-140.046555
21389.648438	-139.719208
21390.014648	-140.379257
21390.380859	-139.726089
21390.747070	-140.312195
21391.113281	-140.068451
21391.479492	-139.901260
21391.845703	-140.232361
21392.211914	-139.964432
21392.578125	-139.658768
21392.944336	-140.271713
21393.310547	-139.628906
21393.676758	-140.334595
21394.042969	-139.707184
21394.409180	-140.282776
21394.775391	-140.036560
21395.141602	-139.754013
21395.507812	-140.233536
21395.874023	-139.920380
21396.240234	-139.578110
21396.606445	-140.334015
21396.972656	-139.385651
21397.338867	-140.420746
21397.705078	-139.940918
21398.071289	-139.643341
21398.437500	-140.566116
21398.803711	-139.644211
21399.169922	-139.811829
21399.536133	-140.064423
21399.902344	-139.561096
21400.268555	-139.928101
21400.634766	-139.583466
21401.000977	-139.839417
21401.367188	-140.277328
21401.733398	-139.485245
21402.099609	-140.621613
21402.465820	-139.412552
21402.832031	-140.120590
21403.198242	-139.813431
21403.564453	-139.251709
21403.930664	-140.132263
21404.296875	-139.594299
21404.663086	-139.021149
21405.029297	-141.021835
21405.395508	-139.091599
21405.761719	-140.448166
21406.127930	-139.962173
21406.494141	-139.553268
21406.860352	-139.895035
21407.226562	-139.537949
21407.592773	-139.477951
21407.958984	-139.826050
21408.325195	-139.016953
21408.691406	-140.347107
21409.057617	-139.294464
21409.423828	-140.176941
21409.790039	-139.961151
21410.156250	-139.393051
21410.522461	-140.485229
21410.888672	-138.826828
21411.254883	-139.567368
21411.621094	-140.481796
21411.987305	-138.469864
21412.353516	-140.066116
21412.719727	-140.183517
21413.085938	-139.014938
21413.452148	-140.614059
21413.818359	-139.098007
21414.184570	-140.216660
21414.550781	-139.246078
21414.916992	-138.932465
21415.283203	-139.916428
21415.649414	-139.639908
21416.015625	-139.163651
21416.381836	-140.010956
21416.748047	-139.306198
21417.114258	-140.855728
21417.480469	-138.337967
21417.846680	-140.406464
21418.212891	-139.602280
21418.579102	-138.295044
21418.945312	-140.012222
21419.311523	-139.495621
21419.677734	-138.930389
21420.043945	-141.011703
21420.410156	-138.512177
21420.776367	-140.556244
21421.142578	-139.456940
21421.508789	-138.731506
21421.875000	-140.083374
21422.241211	-138.639359
21422.607422	-139.048325
21422.973633	-139.511383
21423.339844	-138.981033
21423.706055	-140.131668
21424.072266	-139.039795
21424.438477	-139.798004
21424.804688	-139.798492
21425.170898	-138.424515
21425.537109	-140.865738
21425.903320	-138.172485
21426.269531	-139.178085
21426.635742	-139.649170
21427.001953	-138.395142
21427.368164	-139.956985
21427.734375	-139.650192
21428.100586	-138.567093
21428.466797	-141.143509
21428.833008	-138.162766
21429.199219	-140.093674
21429.565430	-139.087982
21429.931641	-138.903351
21430.297852	-139.378036
21430.664062	-138.700012
21431.030273	-139.103775
21431.396484	-139.883423
21431.762695	-138.435791
21432.128906	-140.721786
21432.495117	-138.302383
21432.861328	-139.815384
21433.227539	-139.298767
21433.593750	-138.268646
21433.959961	-140.426071
21434.326172	-138.473801
21434.692383	-138.605942
21435.058594	-140.400818
21435.424805	-138.400391
21435.791016	-139.911697
21436.157227	-139.242538
21436.523438	-138.593369
21436.889648	-140.045456
21437.255859	-137.841827
21437.622070	-139.937515
21437.988281	-138.849197
21438.354492	-138.555130
21438.720703	-139.877182
21439.086914	-138.971893
21439.453125	-139.278152
21439.819336	-139.891190
21440.185547	-138.128754
21440.551758	-140.560059
21440.917969	-137.444107
21441.284180	-139.333160
21441.650391	-139.450958
21442.016602	-138.146088
21442.382812	-139.555099
21442.749023	-139.718658
21443.115234	-138.760345
21443.481445	-140.262161
21443.847656	-138.052490
21444.213867	-140.480286
21444.580078	-137.961731
21444.946289	-138.091461
21445.312500	-139.937027
21445.678711	-138.286072
21446.044922	-139.087799
21446.411133	-139.574158
21446.777344	-138.852295
21447.143555	-140.266113
21447.509766	-138.116837
21447.875977	-139.426132
21448.242188	-139.598648
21448.608398	-137.457077
21448.974609	-139.817123
21449.340820	-138.524323
21449.707031	-139.098724
21450.073242	-139.266922
21450.439453	-138.872147
21450.805664	-139.598022
21451.171875	-138.724182
21451.538086	-138.443314
21451.904297	-140.479935
21452.270508	-137.525696
21452.636719	-140.017105
21453.002930	-138.440048
21453.369141	-138.964813
21453.735352	-139.631149
21454.101562	-138.668747
21454.467773	-139.114471
21454.833984	-139.445679
21455.200195	-137.660522
21455.566406	-140.588699
21455.932617	-138.116074
21456.298828	-138.937256
21456.665039	-139.167557
21457.031250	-138.711914
21457.397461	-139.549530
21457.763672	-138.868713
21458.129883	-139.124496
21458.496094	-139.522537
21458.862305	-137.953140
21459.228516	-139.492569
21459.594727	-138.344788
21459.960938	-138.734283
21460.327148	-139.696884
21460.693359	-137.689423
21461.059570	-140.348129
21461.425781	-139.143433
21461.791992	-138.615082
21462.158203	-139.929016
21462.524414	-138.825912
21462.890625	-138.401413
21463.256836	-139.237793
21463.623047	-137.773895
21463.989258	-140.111557
21464.355469	-138.076355
21464.721680	-139.042862
21465.087891	-139.034897
21465.454102	-139.673416
21465.820312	-139.187851
21466.186523	-138.960052
21466.552734	-139.118011
21466.918945	-139.338135
21467.285156	-137.495667
21467.651367	-140.350555
21468.017578	-138.194641
21468.383789	-138.893066
21468.750000	-139.578171
21469.116211	-138.559631
21469.482422	-139.541245
21469.848633	-139.660858
21470.214844	-138.367035
21470.581055	-139.629761
21470.947266	-138.398254
21471.313477	-138.780716
21471.679688	-139.380249
21472.045898	-138.698257
21472.412109	-139.507965
21472.778320	-138.920044
21473.144531	-139.523163
21473.510742	-138.450607
21473.876953	-139.449417
21474.243164	-139.264175
21474.609375	-137.979691
21474.975586	-138.945831
21475.341797	-140.141632
21475.708008	-138.153763
21476.074219	-140.527328
21476.440430	-138.676498
21476.806641	-139.631927
21477.172852	-138.838348
21477.539062	-138.561951
21477.905273	-138.896484
21478.271484	-139.247330
21478.637695	-137.756699
21479.003906	-139.625031
21479.370117	-139.017212
21479.736328	-139.967392
21480.102539	-138.750122
21480.468750	-140.078857
21480.834961	-139.190857
21481.201172	-138.489594
21481.567383	-139.064407
21481.933594	-138.688965
21482.299805	-138.367813
21482.666016	-139.179977
21483.032227	-138.175415
21483.398438	-139.725037
21483.764648	-139.824493
21484.130859	-138.861191
21484.497070	-140.209351
21484.863281	-138.867310
21485.229492	-139.093887
21485.595703	-138.861511
21485.961914	-138.858383
21486.328125	-138.612381
21486.694336	-138.782684
21487.060547	-138.635330
21487.426758	-139.623856
21487.792969	-138.862854
21488.159180	-140.555450
21488.525391	-138.597137
21488.891602	-139.955826
21489.257812	-138.966995
21489.624023	-139.031143
21489.990234	-139.198441
21490.356445	-138.919922
21490.722656	-138.403168
21491.088867	-140.042282
21491.455078	-138.374054
21491.821289	-139.951828
21492.187500	-139.094406
21492.553711	-139.585007
21492.919922	-139.137772
21493.286133	-139.009811
21493.652344	-139.657867
21494.018555	-139.346420
21494.384766	-138.748001
21494.750977	-139.779541
21495.117188	-138.853195
21495.483398	-139.435074
21495.849609	-139.044952
21496.215820	-138.909988
21496.582031	-139.816635
21496.948242	-138.212280
21497.314453	-139.704819
21497.680664	-139.676483
21498.046875	-139.202621
21498.413086	-139.648758
21498.779297	-139.480438
21499.145508	-139.206055
21499.511719	-139.608414
21499.877930	-138.268555
21500.244141	-140.097168
21500.610352	-137.928833
21500.976562	-139.168198
21501.342773	-139.535095
21501.708984	-139.141830
